original,generated
Q.パンパンについてどう思う？ A.,Q.パンパンについてどう思う？ A.そのパンパンの旗のお腹よりパンパンな顔なんだよ
Q.携帯についてどう思う？ A.,Q.携帯についてどう思う？ A.俺マジでどんなに愛した女でも携帯見たことないからなポケモン?
Q.づけだめについてどう思う？ A.,Q.づけだめについてどう思う？ A.づけで呼んでるだってちゃんづけだめだろさん
Q.東京ホテイソンについてどう思う？ A.,Q.東京ホテイソンについてどう思う？ A.最近さめちゃくちゃ面白いyoutube発見して東京ホテイソンがワンピースってさ
Q.3時間本当についてどう思う？ A.,Q.3時間本当についてどう思う？ A.3時間本当にやってくれるのかな
Q.結婚式についてどう思う？ A.,Q.結婚式についてどう思う？ A.モニターがあるんだよだから必然的にここしかないのごめんないつもかっこいい俺を等身大のかっこいい俺をお届けできなくてあー結婚式のカメラかわかんねえ一緒じゃねえ
Q.今ダウンロードについてどう思う？ A.,Q.今ダウンロードについてどう思う？ A.今ダウンロード中8ギガも使うのか結構使うねえこれ何をかけれるの俺さっき10万ポイント払ってコメントしたのに無視されたそれが難しいとこなんだよ
Q.違和感についてどう思う？ A.,Q.違和感についてどう思う？ A.違和感でしかなくない声と顔が一致しねえだろ
Q.男友達についてどう思う？ A.,Q.男友達についてどう思う？ A.ジュンの奥さんって家に男友達連れ込んでも一切怒ってないの?
Q.37年についてどう思う？ A.,Q.37年についてどう思う？ A.ルーン稼ぎしてるんだ女子が紙切り行く俺紙切り行くの大っ嫌いじゃんだけど37年生きてきてやーる結論
Q.車についてどう思う？ A.,Q.車についてどう思う？ A.つまりお前の車はワーゲンだ違う、俺の車はポルシェになってたんだろ
Q.他オンエアについてどう思う？ A.,Q.他オンエアについてどう思う？ A.他オンエアのサブチャンに載っている、妻、彼女がいる人は、他の女性とセックスしてはいけないのか論争で、お前はどっち側なのか言って。
Q.人25についてどう思う？ A.,Q.人25についてどう思う？ A.今いるかなと思ってファーストバッジ持ってる人いるかなと思って探したらいないもんファーストバッジ持ってる人25人なの25人これこれこれこれこれめちゃくちゃレアなんだよ
Q.あと掃除についてどう思う？ A.,Q.あと掃除についてどう思う？ A.俺の結婚した特権だろ飯だけ作ってくれれば別に家事なんかしなくていいわあと掃除だけしてくれればいい幸せに暮らしてるだけでいい仕事は俺が全部うまいことやる
Q.前提条件についてどう思う？ A.,Q.前提条件についてどう思う？ A.しかも出るとこ出るよっつって、出なかったら俺がパクられるってことも前提条件と喋ってるからね。
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.すげー面白い見上げ話の一つ持ってきてくれ今日ダザエフ天満郡でようからコメントしてな今日俺が配信してたらおそらく配信してるだろうから視聴者参加できる?
Q.千円カットについてどう思う？ A.,Q.千円カットについてどう思う？ A.千円カットだろうかなんだろうかさ
Q.全員一気についてどう思う？ A.,Q.全員一気についてどう思う？ A.ガチャ欲しくないおーい視聴者全員一気に参加させるかけレースがあるやろうやろうやろう
Q.高校についてどう思う？ A.,Q.高校についてどう思う？ A.もうホテル行こうでいいじゃんお前高校生みたいな誘い方してんだよコンドームもできねえしよ
Q.行動についてどう思う？ A.,Q.行動についてどう思う？ A.寄り道せずレベルだけ上げる行動してる。
Q.みんなプレイについてどう思う？ A.,Q.みんなプレイについてどう思う？ A.俺だけかやの外にいる何やってんのこれみんなプレイあ
Q.男人気についてどう思う？ A.,Q.男人気についてどう思う？ A.今からこいつ男だとなんか男人気なさそううわっ!
Q.マーブルオンストリームについてどう思う？ A.,Q.マーブルオンストリームについてどう思う？ A.これそんなに期待してないんだけど1年ぐらい遊べるかななんというゲームだっけうわー生出ちたマーブルオンストリームだ一時停止になってるあっいけるかなさあ
Q.需要についてどう思う？ A.,Q.需要についてどう思う？ A.需要の時期に差し掛かってるアンチの中でもお前もオワコンつけたってそうやって言ってもらってるうちに腹だろうな言われなくなっちゃうんだ
Q.YouTuberについてどう思う？ A.,Q.YouTuberについてどう思う？ A.彼女とYouTuberがなんかなんだっけ
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.全配信者が聞くとされてるジュン行くわスタンプ作って作ります
Q.金持ちについてどう思う？ A.,Q.金持ちについてどう思う？ A.金持ちを呼ぼうとしてるんだろ食べにいけないじゃねえかってそれは知らんよそんなしょうがねえよなネタ決めるの俺たちじゃねえからザユッケ60g 1700円100g 2800円高いね
Q.子供についてどう思う？ A.,Q.子供についてどう思う？ A.子供もそれなりにいてみたいな。
Q.ダークソウルについてどう思う？ A.,Q.ダークソウルについてどう思う？ A.山田くんがやったときほんとにチラって見ちゃったダークソウルっぽいよね
Q.自分についてどう思う？ A.,Q.自分についてどう思う？ A.今は自分より早く死ぬ動物を飼う人の理解ができません。
Q.挙動についてどう思う？ A.,Q.挙動についてどう思う？ A.おかしいだろこの挙動見てコツコツ育ててここまできた殺すか何もできるようになってんの当たり前のように嘘いないよ
Q.小倉商店についてどう思う？ A.,Q.小倉商店についてどう思う？ A.小倉商店のばあちゃん、元気そうだったなぁ。
Q.外戦についてどう思う？ A.,Q.外戦についてどう思う？ A.そんなに言われたらちょっと俺が外戦したくなるないやマジで人いなくなっちゃったんだね
Q.芸能リポーターについてどう思う？ A.,Q.芸能リポーターについてどう思う？ A.プリウスのせいにしてるのはマジで俺ちょっと納得できないというかトヨタの車でそんなことありえんのってなっちゃう芸能リポーター
Q.ハワイについてどう思う？ A.,Q.ハワイについてどう思う？ A.シーパラダイスとかも行きてマジで行きてハワイとか俺あんまり行きて行ってたらねえんだよな行ってたらねえんだよなあっ
Q.春阿波高校についてどう思う？ A.,Q.春阿波高校についてどう思う？ A.春阿波高校の一番の出世頭ってお前か
Q.興味についてどう思う？ A.,Q.興味についてどう思う？ A.内科的な物にしかあんま興味なくてさ外科的な物ってあんま興味なくて。
Q.浮気についてどう思う？ A.,Q.浮気についてどう思う？ A.そのときちょうど浮気がばれてさ、その日に。
Q.ポテンシャルについてどう思う？ A.,Q.ポテンシャルについてどう思う？ A.お前お前のポテンシャルはこんなもんじゃないだろ
