original,generated
Q.今についてどう思う？ A.,Q.今についてどう思う？ A.払って今はトントンちょっと高くついたな俺も当たったってことにしよう
Q.やつゴミについてどう思う？ A.,Q.やつゴミについてどう思う？ A.親だからって、群れに行くやつゴミです生きてぇじゃん、そんなおめぇパーピィン
Q.気についてどう思う？ A.,Q.気についてどう思う？ A.まぁコウスケモテてない気がするけどってなったら俺だけになるんじゃない?
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.メッシュはモデルにお金払ってやらせてくれて頼んでたもうさあいいじゃん
Q.3着についてどう思う？ A.,Q.3着についてどう思う？ A.まあでも高い上手かったよいや3着のあのなんだっけ
Q.来年来年についてどう思う？ A.,Q.来年来年についてどう思う？ A.卒園式を迎えて来年来年から無事に小学校に上がります
Q.耐久配信についてどう思う？ A.,Q.耐久配信についてどう思う？ A.もう年齢的に学生ういぽんみたいな耐久配信できない
Q.日本についてどう思う？ A.,Q.日本についてどう思う？ A.俺ちょっとさあ日本のルールがわかんないんだけどさあ
Q.深夜についてどう思う？ A.,Q.深夜についてどう思う？ A.家から出てねえしカイランバ回されすぎて外で一人会えないから俺深夜しか外出らないんだよ
Q.今についてどう思う？ A.,Q.今についてどう思う？ A.今の噛み合っちゃったねしまったなーやれたはずなにそれやれたはずなの落ち込んでる
Q.30連勤についてどう思う？ A.,Q.30連勤についてどう思う？ A.30連勤して1日10時間残業しても300時間だよ。
Q.読者についてどう思う？ A.,Q.読者についてどう思う？ A.どんどん結婚はいいぞみたいなのにシフトしてって読者がはしご
Q.結局についてどう思う？ A.,Q.結局についてどう思う？ A.結局やらなきゃいけないんだねひとまずやってみようか
Q.10についてどう思う？ A.,Q.10についてどう思う？ A.WBCでピッチャーで出てきて、バッターで出てきて、CM10本出てるじゃん。
Q.だめについてどう思う？ A.,Q.だめについてどう思う？ A.どっちなの 降りるの降りないのどっちなのだめ
Q.さっきについてどう思う？ A.,Q.さっきについてどう思う？ A.さっきから打とうとしてるんだけど l 1 r 1 b をしちゃってるんだよ
Q.夕ご飯についてどう思う？ A.,Q.夕ご飯についてどう思う？ A.今日の夕ご飯はこちらオムライスふわふわオムライスですなんかちょっとやなピッチャー
Q.頭についてどう思う？ A.,Q.頭についてどう思う？ A.ただやっぱなんか頭のおかしいレンジもいるから身分が保証できないとみたいなもう1人来たらいいかもしれないみんなねお礼も言えずにごめんなさい
Q.グループステージ敗退についてどう思う？ A.,Q.グループステージ敗退についてどう思う？ A.残りはまだ1試合あるとはいえ今日の試合の結果次第ではチームはグループステージ敗退となる可能性があります
Q.1分間呼吸についてどう思う？ A.,Q.1分間呼吸についてどう思う？ A.なんで1分間呼吸と声が出なくなったwwwwwwwwとてつ…俺の周りだけ腫れてただろ俺も同じぐらいだからね
Q.映画についてどう思う？ A.,Q.映画についてどう思う？ A.3見て2見た映画館見に行った映像やばかったなwbcはアマプラで見ようかなと思 ってる怪物ももちろん見たよ
Q.八血球についてどう思う？ A.,Q.八血球についてどう思う？ A.ずーっとwbc 八血球の値がめちゃくちゃ高いんだよね
Q.英名英語についてどう思う？ A.,Q.英名英語についてどう思う？ A.英名英語っぽい名前あんま聞いたことないなロスフィールドってスコフィールドなんとかフィールド
Q.空ギャラッ花についてどう思う？ A.,Q.空ギャラッ花についてどう思う？ A.空 ギャラッ花が入ったいっ持ち兼ねハウス ソランとこ行ってあげなさいハウス花が出た一緒にいたいのよいしょこっちがいいんだ 寝てよ今日たまらんやろう
Q.風装についてどう思う？ A.,Q.風装についてどう思う？ A.このポンちょっとなんかでもみんなどう思うこれリャンゾーと風装引いた時ダメージでかくない?
Q.一回についてどう思う？ A.,Q.一回についてどう思う？ A.会社に金振り込まなきゃいけないしさ配信のエネルギーにしてるから経費じゃないのかそれマジ俺一回言ったらもういいじゃないですかもう家でやってんだからケータリングと一緒ですよ
Q.初対面についてどう思う？ A.,Q.初対面についてどう思う？ A.いきなりして初対面の人ださよくピザラジのさあ 作家の特務さんが加藤さんとちゃんと喋れるようなのに6年かかりましたってさ
Q.20分についてどう思う？ A.,Q.20分についてどう思う？ A.喋り始めてから20分ぐらい経ったかだよね
Q.補助機についてどう思う？ A.,Q.補助機についてどう思う？ A.一定の確率でただ避けるだけだから強くなりすぎやばあ補助機なあアプー
Q.2倍についてどう思う？ A.,Q.2倍についてどう思う？ A.今年の分だけ返してほしい100万円育ちに100万かけて取り返そうかな2倍くらいつくだろあー
Q.あと1試合についてどう思う？ A.,Q.あと1試合についてどう思う？ A.あと1試合やって明日に備えるピザ屋に花さあみんな花を探せダメかもう戦闘はできないよね
Q.消費についてどう思う？ A.,Q.消費についてどう思う？ A.消費が激しいこれ8にしたらだいぶ違うかな違うよね
Q.自主についてどう思う？ A.,Q.自主についてどう思う？ A.自主的に任してるから俺が口出すそうなんだ
Q.辺についてどう思う？ A.,Q.辺についてどう思う？ A.結構その辺が厳しくなってんだよね
Q.一日アイコスについてどう思う？ A.,Q.一日アイコスについてどう思う？ A.意外とで一日アイコスに100本ぐらい吸ってるから一生吸ってるなと思わないよしお前のマイク声が入んないけどどれくらいするの あのさ大石さんに教えてもらったやつ
Q.都合についてどう思う？ A.,Q.都合についてどう思う？ A.さんに真っ赤な口でこう都合だよ
Q.勝手についてどう思う？ A.,Q.勝手についてどう思う？ A.勝手に転んだだけだからな開けためっかー
Q.全員についてどう思う？ A.,Q.全員についてどう思う？ A.ドックがこれミッドから全員でいきません?
Q.やつについてどう思う？ A.,Q.やつについてどう思う？ A.おいおいもっと強いやつを連れてきてくれよ
Q.人数についてどう思う？ A.,Q.人数についてどう思う？ A.コスタリカ荒いなあー入っちゃったうまいそれさすがにもうちょい人数欲しいあーやばい見たんでー分かった
